region,hid,pid,age,sclfsato,nhood_mistrust,urban,female,hhtenure,hiqual3,worry_crime,cons,denom
2,486,512,30,6,1.75,1,1,2,2,0,1,1
2,487,513,75,5,2.5,1,0,1,3,1,1,1
2,488,514,30,6,2.5,1,0,1,1,0,1,1
2,489,515,32,7,4.25,1,1,3,3,0,1,1
2,490,516,34,6,2.25,1,1,1,1,0,1,1
2,491,517,31,4,1.75,1,1,2,2,0,1,1
2,492,518,80,6,2.5,1,0,1,2,0,1,1
2,493,519,22,,1.5,1,0,1,2,1,1,1
2,494,520,38,2,2,1,1,1,2,1,1,1
2,495,521,48,6,2.5,1,0,1,1,0,1,1
2,496,522,31,,2.25,1,0,1,2,1,1,1
2,497,523,32,6,2,1,1,,2,0,1,1
2,498,524,41,6,3,1,1,1,2,0,1,1
2,499,525,49,5,2,1,0,1,1,0,1,1
2,500,526,25,6,2.5,1,0,1,1,1,1,1
2,501,527,32,4,2.75,1,0,3,1,0,1,1
2,501,528,27,5,3,1,1,3,1,0,1,1
2,502,529,28,6,1.25,1,1,1,1,1,1,1
2,503,530,53,5,3,0,1,1,1,0,1,1
2,504,531,55,6,2,1,1,1,3,0,1,1
2,505,532,45,5,2.25,1,1,1,1,0,1,1
2,506,533,73,6,2,1,0,1,1,0,1,1
2,507,534,73,6,2,1,1,1,2,0,1,1
2,508,535,62,6,2.5,1,1,1,2,1,1,1
2,509,536,80,6,2.25,1,0,1,1,1,1,1
2,510,537,36,1,2,1,1,1,2,0,1,1
2,511,538,38,,3.5,1,0,2,3,1,1,1
2,512,539,44,6,2,1,0,2,3,1,1,1
2,513,540,18,6,2,0,1,1,2,0,1,1
2,514,541,42,2,2.75,1,1,1,1,0,1,1
2,515,542,31,2,2.75,1,1,1,1,1,1,1
2,516,543,52,6,2.5,1,1,1,1,1,1,1
2,517,544,43,,1.25,1,0,1,2,0,1,1
2,518,545,41,6,1.25,0,0,1,1,0,1,1
2,519,546,69,7,1,0,1,1,1,0,1,1
2,520,547,49,5,2.5,1,0,1,1,0,1,1
2,521,548,16,6,2.25,1,1,1,3,1,1,1
2,522,549,64,6,1,1,1,1,2,0,1,1
2,522,550,74,2,2,1,0,1,2,0,1,1
2,523,551,39,5,2,1,0,1,2,0,1,1
2,524,552,19,5,2.25,1,1,1,1,1,1,1
2,525,553,21,6,2.25,1,1,1,1,0,1,1
2,526,554,38,6,1.75,1,0,1,1,1,1,1
2,527,555,71,6,2.5,1,1,1,2,0,1,1
2,528,556,62,5,2.25,0,1,1,2,1,1,1
2,529,557,53,3,1.75,0,0,1,1,0,1,1
2,529,558,51,,2,0,1,1,1,0,1,1
2,530,559,41,6,2,1,1,1,2,0,1,1
2,531,560,38,4,3,1,1,1,1,0,1,1
2,532,561,17,5,4,1,0,1,2,1,1,1
2,533,562,57,7,1.5,1,0,1,2,0,1,1
2,534,563,64,7,3,1,1,2,2,1,1,1
2,535,564,65,5,2.25,1,1,1,3,0,1,1
2,536,565,81,5,2,1,0,1,3,1,1,1
2,537,566,23,3,3,1,1,2,1,0,1,1
2,538,567,26,,2.5,1,0,3,1,1,1,1
2,539,568,67,6,1.5,1,0,1,2,0,1,1
2,540,569,67,6,3.25,1,1,2,3,0,1,1
2,541,570,38,6,2.5,1,1,,2,0,1,1
2,542,571,36,2,2,1,1,2,2,1,1,1
2,543,572,83,6,3.5,1,1,2,2,0,1,1
2,544,573,72,6,2.5,1,1,2,3,1,1,1
2,545,574,37,6,3,1,1,3,2,1,1,1
2,546,575,43,3,3.5,0,1,1,2,1,1,1
2,547,576,64,6,2,1,0,3,2,1,1,1
2,548,577,36,5,2.5,1,1,2,1,0,1,1
2,549,578,80,7,2,1,1,1,2,0,1,1
2,550,579,76,5,2.75,1,1,1,2,1,1,1
2,551,580,42,6,1,1,1,1,2,0,1,1
2,552,581,18,6,2,1,0,1,2,1,1,1
2,553,582,36,6,1.25,1,1,1,2,0,1,1
2,554,583,60,5,3,1,0,1,1,0,1,1
2,555,584,58,5,1.25,1,1,2,2,0,1,1
2,556,585,57,2,2,1,0,2,1,0,1,1
2,557,586,53,1,2.25,1,1,2,2,1,1,1
2,558,587,35,3,3.75,1,1,1,2,1,1,1
2,559,588,69,5,3,1,1,3,3,0,1,1
2,560,589,59,4,1,0,0,3,2,0,1,1
2,561,590,33,6,3.25,1,1,1,1,1,1,1
2,562,591,64,6,2.5,1,0,1,2,1,1,1
2,563,592,51,6,2.5,1,1,1,2,1,1,1
2,564,593,27,7,2,1,1,1,2,1,1,1
2,565,594,61,6,1.5,1,0,2,2,1,1,1
2,566,595,69,7,2.5,1,1,1,2,0,1,1
2,567,596,53,6,2.75,0,1,1,1,0,1,1
2,568,597,62,6,2.5,0,1,1,1,1,1,1
2,569,598,78,6,2.5,0,0,1,1,1,1,1
2,570,599,39,6,2.5,1,1,2,2,1,1,1
2,571,600,21,,2.75,1,1,1,1,1,1,1
2,572,601,17,2,2.25,1,0,2,2,0,1,1
2,573,602,48,,2,1,0,2,3,0,1,1
2,574,603,37,2,3.5,1,1,2,2,1,1,1
2,575,604,56,6,3.75,1,1,2,2,1,1,1
2,576,605,25,6,1.75,1,1,1,1,0,1,1
2,577,606,56,3,2.25,1,1,1,1,1,1,1
2,578,607,52,,3,1,1,2,2,1,1,1
2,579,608,63,,1.25,1,1,2,3,0,1,1
2,580,609,38,2,1.5,1,1,2,2,0,1,1
2,581,610,25,6,1.25,0,1,2,2,0,1,1
2,582,611,19,,2.75,0,1,2,1,0,1,1
2,583,612,33,7,2.25,0,0,1,1,0,1,1
2,584,613,56,6,2.25,1,1,1,2,0,1,1
2,585,614,75,6,2.75,1,0,1,1,1,1,1
2,586,615,37,,1.75,1,0,1,1,0,1,1
2,587,616,72,6,2.666667,0,0,1,1,1,1,1
2,588,617,71,7,2.25,1,0,1,2,0,1,1
2,589,618,69,6,2,1,1,1,1,1,1,1
2,590,619,35,6,2.25,1,1,3,1,0,1,1
2,591,620,18,6,2.75,1,1,2,2,0,1,1
2,592,621,35,,2.75,1,0,3,3,0,1,1
2,593,622,60,6,2.25,1,1,1,1,1,1,1
2,594,623,20,6,2,1,1,1,2,1,1,1
2,595,624,28,6,2.25,1,0,1,2,0,1,1
2,596,625,28,6,2.75,1,1,3,1,0,1,1
2,597,626,39,3,2.75,1,1,2,2,1,1,1
2,598,627,66,,2,1,0,2,2,0,1,1
2,599,628,33,,1.75,1,0,1,1,0,1,1
2,600,629,61,6,2,1,1,2,2,0,1,1
2,601,630,68,6,2,0,1,1,2,1,1,1
2,602,631,63,6,2,1,0,1,2,1,1,1
2,603,632,52,6,2.5,1,0,1,2,0,1,1
2,604,633,60,6,1.75,1,1,1,2,0,1,1
2,605,634,71,6,2.25,1,1,1,2,0,1,1
2,606,635,86,4,3.5,1,1,1,1,0,1,1
2,607,636,47,6,2,1,0,1,1,1,1,1
2,608,637,35,6,2.25,1,0,1,1,1,1,1
2,609,638,19,5,2.5,1,1,2,2,0,1,1
2,610,639,40,5,1.25,1,1,1,1,0,1,1
2,611,640,17,4,2,1,1,3,,1,1,1
2,612,641,29,6,2,1,0,1,2,0,1,1
2,613,642,29,6,2.25,1,0,1,1,0,1,1
2,614,643,26,7,2,0,1,3,2,0,1,1
2,615,644,44,5,1.75,1,1,1,2,1,1,1
2,616,645,32,4,2.75,1,0,1,2,1,1,1
2,617,646,32,6,1.5,1,1,1,2,0,1,1
2,618,647,28,6,2,1,0,3,2,1,1,1
2,619,648,65,6,2,1,1,1,1,1,1,1
2,620,649,64,6,1.5,1,1,2,3,1,1,1
2,621,650,36,5,2,1,1,1,2,1,1,1
2,622,651,84,6,2,1,0,1,2,0,1,1
2,623,652,57,6,2.5,1,1,1,1,0,1,1
2,624,653,46,6,2.25,1,1,1,1,1,1,1
2,625,654,16,6,2.25,1,1,1,2,1,1,1
3,626,655,29,6,3.25,1,1,2,2,1,1,1
3,627,656,64,6,3.5,1,1,1,2,1,1,1
3,628,657,64,2,2,1,1,1,2,1,1,1
3,629,658,63,5,1.25,1,0,1,2,0,1,1
3,630,659,68,6,2.25,1,1,1,2,1,1,1
3,631,660,58,5,2.75,0,0,3,1,1,1,1
3,632,661,37,3,2.75,1,0,1,1,1,1,1
3,633,662,43,7,1.25,1,0,1,2,0,1,1
3,634,663,61,6,2.5,1,1,1,1,1,1,1
3,635,664,43,5,2.25,1,1,1,2,0,1,1
3,636,665,23,4,3.25,1,0,3,1,1,1,1
3,637,666,90,6,2.5,1,1,1,2,1,1,1
3,638,667,68,7,1.5,0,1,3,2,0,1,1
3,639,668,71,6,2.5,0,0,1,1,0,1,1
3,640,669,42,6,3,1,1,1,1,1,1,1
3,641,670,22,2,2,1,0,1,1,0,1,1
3,642,671,54,6,2,0,0,1,2,0,1,1
3,643,672,47,1,3,1,0,1,2,0,1,1
3,644,673,77,6,2.5,1,1,2,2,0,1,1
3,645,674,57,6,2,1,1,2,2,0,1,1
3,646,675,38,5,2.25,1,0,3,2,0,1,1
3,647,676,38,3,2.75,1,0,1,1,0,1,1
3,648,677,76,6,2,0,1,2,3,0,1,1
3,649,678,36,6,1.25,0,0,1,2,0,1,1
3,650,679,61,6,3.25,1,1,1,1,0,1,1
3,651,680,36,5,2.75,1,0,1,2,0,1,1
3,652,681,52,6,2,1,1,1,2,1,1,1
3,653,682,42,4,3,1,0,2,2,0,1,1
3,654,683,21,5,3.75,1,0,1,1,1,1,1
3,655,684,60,6,2.25,1,1,1,2,0,1,1
3,656,685,59,6,2.25,1,1,2,2,0,1,1
3,657,686,22,5,4,1,1,3,2,0,1,1
3,658,687,40,6,3.5,1,0,1,2,0,1,1
3,659,688,18,6,,1,0,3,2,0,1,1
3,660,689,47,2,2.5,1,0,2,2,0,1,1
3,661,690,31,6,1.75,0,1,1,1,0,1,1
3,662,691,18,3,2.75,1,0,1,2,1,1,1
3,663,692,47,6,2.5,0,1,1,1,1,1,1
3,663,693,49,6,2,0,0,1,2,1,1,1
3,664,694,31,6,2.5,1,1,1,2,1,1,1
3,665,695,55,6,2.75,1,0,1,2,0,1,1
3,666,696,48,6,2.25,1,0,1,1,1,1,1
3,667,697,66,,2,1,1,1,3,0,1,1
3,668,698,37,,2.5,1,0,1,3,0,1,1
3,669,699,66,,2.5,1,0,1,3,1,1,1
3,670,700,28,,2.5,1,0,3,1,1,1,1
3,671,701,75,5,2.25,1,1,1,3,1,1,1
3,672,702,58,5,3.5,1,1,1,1,1,1,1
3,673,703,54,4,3.25,1,1,1,2,1,1,1
3,674,704,54,6,1.25,1,1,1,1,0,1,1
3,675,705,84,,2.25,1,1,1,3,1,1,1
3,676,706,58,3,2,1,1,2,3,0,1,1
3,677,707,37,3,2.25,1,0,2,2,0,1,1
3,678,708,70,7,2,1,1,1,3,1,1,1
3,679,709,33,3,3,1,1,3,,1,1,1
3,680,710,71,6,2,1,1,2,2,0,1,1
3,681,711,43,7,1.5,1,1,1,2,0,1,1
3,682,712,38,,2.25,1,0,1,1,0,1,1
3,682,713,38,,2.25,1,1,1,1,1,1,1
3,683,714,66,6,1,0,1,1,1,0,1,1
3,684,715,22,6,4,1,0,1,2,1,1,1
3,685,716,68,6,2,0,0,1,2,0,1,1
3,686,717,25,6,2.25,1,0,3,1,0,1,1
3,687,718,37,5,2,1,0,3,1,0,1,1
3,688,719,20,5,2.5,1,1,2,1,1,1,1
3,689,720,49,4,3,1,1,1,1,0,1,1
3,690,721,44,6,2,1,1,3,1,0,1,1
3,691,722,44,,2.25,0,0,1,2,1,1,1
3,692,723,43,6,2,1,0,1,1,1,1,1
3,693,724,42,,2.25,1,0,1,1,1,1,1
3,693,725,37,,2.5,1,1,1,2,0,1,1
3,694,726,71,2,2,1,0,2,3,0,1,1
3,695,727,38,6,2,1,1,1,3,0,1,1
3,696,728,71,6,2.333333,1,0,1,2,0,1,1
3,697,729,74,6,1.25,1,0,1,2,0,1,1
3,698,730,27,4,2,1,0,3,2,0,1,1
3,699,731,49,3,2.5,1,0,1,1,1,1,1
3,700,732,23,5,2.25,1,1,1,2,1,1,1
3,700,733,20,6,2.25,1,1,1,2,0,1,1
3,701,734,37,6,2.25,1,0,1,1,0,1,1
3,702,735,21,2,2.5,1,1,2,2,0,1,1
3,703,736,19,6,4.75,1,1,2,1,0,1,1
3,704,737,25,4,2.5,1,1,3,2,0,1,1
3,705,738,23,6,4.5,1,0,3,2,1,1,1
3,706,739,37,4,2.75,1,0,1,2,1,1,1
3,707,740,27,1,4.25,1,0,2,1,1,1,1
3,708,741,69,6,3.25,0,1,1,1,1,1,1
3,709,742,19,,2,1,1,1,2,0,1,1
3,710,743,55,6,2.5,1,0,1,1,0,1,1
3,711,744,18,6,2.25,1,1,1,2,1,1,1
3,712,745,17,7,1.75,1,1,2,,1,1,1
3,713,746,53,5,1.75,1,0,1,1,1,1,1
3,714,747,35,5,2,1,0,1,1,0,1,1
3,715,748,28,,2,1,1,1,1,1,1,1
3,716,749,47,3,2,1,0,2,2,1,1,1
3,717,750,26,6,2.5,1,1,3,3,0,1,1
3,718,751,21,5,2.5,1,1,2,1,1,1,1
3,719,752,79,5,2,1,0,2,3,0,1,1
3,720,753,27,6,1.75,1,0,1,1,0,1,1
3,721,754,49,4,2.5,1,1,1,1,0,1,1
3,722,755,73,6,1.75,1,1,1,3,0,1,1
3,723,756,61,1,2.333333,1,1,1,1,0,1,1
3,724,757,50,5,2,1,0,1,1,1,1,1
3,725,758,52,7,2.5,1,1,1,2,1,1,1
3,726,759,60,2,4,1,1,1,3,1,1,1
3,727,760,58,6,2.25,1,1,1,2,0,1,1
3,728,761,29,5,2.25,1,1,1,2,0,1,1
3,729,762,54,6,2.75,1,0,1,2,1,1,1
3,729,763,20,7,3,1,0,1,2,0,1,1
3,729,764,18,6,3,1,0,1,2,0,1,1
3,730,765,18,6,3.75,1,0,3,2,0,1,1
3,731,766,45,3,2.5,1,0,1,2,0,1,1
3,732,767,40,5,3.25,1,1,3,2,1,1,1
3,733,768,54,4,2.75,1,1,1,1,1,1,1
3,734,769,45,2,1,1,1,1,1,0,1,1
3,735,770,64,7,1.666667,0,1,3,2,0,1,1
3,736,771,37,5,2.75,1,1,1,2,1,1,1
3,737,772,85,3,2.333333,1,1,1,2,1,1,1
3,738,773,70,6,2.25,0,1,2,2,0,1,1
3,738,774,81,6,2.25,0,0,2,2,0,1,1
3,739,775,85,4,1.75,0,1,1,1,0,1,1
3,740,776,37,2,3,1,0,1,2,0,1,1
3,741,777,18,5,1.75,1,0,1,2,1,1,1
3,742,778,58,6,2.25,1,0,1,1,0,1,1
3,743,779,74,5,1.25,1,1,1,3,0,1,1
3,744,780,39,6,3,1,0,2,2,0,1,1
3,745,781,51,6,2.5,0,0,1,1,1,1,1
3,746,782,82,,2,1,1,1,3,1,1,1
3,747,783,46,3,3,1,0,2,2,1,1,1
3,748,784,28,6,2.75,1,1,2,2,0,1,1
3,749,785,72,7,2.25,1,0,1,2,0,1,1
3,750,786,44,7,1.75,0,1,1,2,1,1,1
3,751,787,70,6,2.25,0,1,1,2,0,1,1
3,752,788,57,6,2,0,1,1,2,0,1,1
3,753,789,63,7,1.75,1,0,1,1,0,1,1
3,753,790,58,6,2.25,1,1,1,1,0,1,1
3,754,791,30,6,2,1,1,1,3,1,1,1
3,755,792,36,2,2.75,1,0,1,1,0,1,1
3,756,793,62,6,2.25,1,1,1,2,0,1,1
3,757,794,46,1,2,1,1,1,2,0,1,1
3,757,795,54,7,2,1,0,1,2,1,1,1
3,758,796,29,3,4.5,1,0,1,2,1,1,1
3,759,797,49,3,2,1,1,1,2,0,1,1
3,760,798,48,6,2.5,0,0,1,3,1,1,1
3,761,799,37,5,2.25,1,0,1,1,0,1,1
3,762,800,67,6,3,1,1,1,3,1,1,1
3,763,801,27,6,2.25,1,0,1,1,1,1,1
3,764,802,35,6,2,1,1,1,2,0,1,1
3,765,803,38,6,1.5,1,1,3,2,1,1,1
3,766,804,23,6,2,1,1,3,1,0,1,1
3,767,805,77,6,1.75,1,1,1,2,0,1,1
3,768,806,61,7,2.25,1,1,1,1,0,1,1
3,769,807,47,6,1.25,0,0,1,1,1,1,1
3,770,808,33,6,2.25,0,1,,2,0,1,1
3,770,809,63,7,1.75,0,0,,1,0,1,1
3,771,810,65,2,2.25,0,0,1,2,0,1,1
3,772,811,36,5,2.5,1,0,1,1,1,1,1
3,773,812,70,5,2,1,0,1,2,0,1,1
3,774,813,38,6,2.5,1,0,1,1,1,1,1
3,775,814,63,6,1,1,1,2,2,1,1,1
3,776,815,78,,2.75,0,0,1,2,0,1,1
3,777,816,75,,2.75,0,1,1,2,1,1,1
3,778,817,44,6,1.75,0,0,1,1,0,1,1
3,779,818,37,6,2,1,0,1,2,1,1,1
3,780,819,34,6,2.5,1,0,1,2,1,1,1
3,781,820,40,6,2.25,1,1,1,2,0,1,1
3,782,821,45,,2.25,1,1,1,3,0,1,1
3,783,822,61,6,2,1,0,1,2,1,1,1
3,784,823,78,7,2,1,1,1,2,0,1,1
3,785,824,66,6,3.25,1,1,1,2,1,1,1
3,786,825,22,6,4.75,1,0,1,2,0,1,1
3,787,826,44,6,2.25,1,0,1,2,0,1,1
3,788,827,46,6,2.5,1,0,1,1,0,1,1
3,789,828,53,1,2.25,1,1,1,1,1,1,1
3,790,829,22,6,2.25,1,1,2,3,0,1,1
3,791,830,48,6,3.5,1,1,1,3,0,1,1
3,792,831,53,7,2.25,1,1,1,3,0,1,1
3,793,832,25,5,3.75,1,1,2,2,0,1,1
3,794,833,45,4,1,1,1,2,2,1,1,1
3,795,834,43,7,1.75,1,1,1,3,0,1,1
3,796,835,54,4,2.5,1,1,1,1,1,1,1
3,797,836,54,2,2.25,1,0,1,1,1,1,1
3,798,837,38,6,2.75,1,1,3,2,0,1,1
3,799,838,52,2,2.25,0,1,1,2,1,1,1
3,800,839,63,5,1.75,0,0,1,3,1,1,1
3,801,840,63,2,3,1,1,1,2,1,1,1
3,802,841,58,6,2.25,1,0,1,1,1,1,1
3,803,842,42,,2.25,1,1,1,,1,1,1
3,804,843,52,6,1.75,1,1,1,2,0,1,1
3,805,844,24,4,3,1,1,3,2,0,1,1
3,806,845,36,6,3.5,1,0,2,2,1,1,1
3,807,846,56,2,2,0,1,1,2,0,1,1
3,808,847,73,6,2.25,1,1,1,2,0,1,1
3,809,848,56,6,2,1,1,1,2,0,1,1
3,809,849,46,6,1.5,1,0,1,2,0,1,1
3,810,850,68,6,2.25,1,0,2,3,0,1,1
3,811,851,44,4,2.5,1,1,3,2,1,1,1
3,812,852,41,6,2.25,1,0,1,2,0,1,1
3,813,853,68,6,2.25,0,1,1,2,0,1,1
3,814,854,41,6,2.25,1,0,1,1,0,1,1
3,815,855,43,6,1.75,1,1,2,2,1,1,1
3,816,856,36,6,2.75,1,1,1,1,1,1,1
3,817,857,31,4,2.25,1,0,1,2,0,1,1
3,818,858,44,,1.5,1,1,1,3,1,1,1
3,818,859,42,,2.25,1,0,1,3,1,1,1
3,818,860,16,6,1.25,1,1,1,2,1,1,1
3,819,861,31,6,2.5,1,1,1,1,0,1,1
3,820,862,38,2,2,1,0,1,1,0,1,1
3,821,863,52,6,2,1,1,1,2,1,1,1
3,822,864,21,2,3.25,1,1,2,2,0,1,1
3,823,865,24,5,3,1,1,3,2,0,1,1
3,824,866,55,6,2.25,0,0,1,2,0,1,1
3,825,867,37,6,2,0,1,1,1,0,1,1
3,826,868,51,6,2.25,1,1,1,2,0,1,1
3,827,869,68,7,2.25,1,0,1,1,0,1,1
3,828,870,34,,1.25,1,1,1,3,0,1,1
3,828,871,16,5,1,1,1,1,2,0,1,1
3,829,872,26,4,2.75,1,1,2,1,0,1,1
3,830,873,71,6,2,0,1,1,1,0,1,1
3,831,874,68,4,2,1,1,1,3,0,1,1
3,832,875,80,7,1.25,0,1,1,3,0,1,1
3,833,876,30,6,1,1,1,1,2,0,1,1
3,834,877,50,6,3.25,1,1,2,3,0,1,1
3,835,878,27,4,4.75,1,1,2,2,1,1,1
3,836,879,17,1,3.75,1,0,3,2,1,1,1
3,837,880,25,5,4,1,0,1,2,0,1,1
3,838,881,50,4,2.5,0,1,2,2,1,1,1
3,839,882,64,7,2,0,1,1,3,0,1,1
3,840,883,72,6,1.25,0,1,2,3,0,1,1
3,841,884,62,3,3,1,0,1,1,1,1,1
3,842,885,31,,2.5,1,1,3,1,0,1,1
3,843,886,32,,,1,0,3,,,1,1
3,844,887,82,2,2,1,1,3,3,0,1,1
3,845,888,60,2,2.5,1,0,2,3,0,1,1
3,846,889,28,1,3,1,1,1,2,0,1,1
3,846,890,28,6,2.75,1,0,1,2,0,1,1
3,847,891,70,6,2,1,1,1,2,0,1,1
3,848,892,17,6,3.25,1,1,2,1,0,1,1
3,849,893,31,1,4.75,1,1,2,3,0,1,1
3,850,894,26,2,2.5,1,0,1,1,1,1,1
3,851,895,27,6,1.5,0,0,1,2,0,1,1
3,852,896,54,6,1.5,1,1,1,1,0,1,1
3,853,897,28,4,3,0,1,1,2,1,1,1
3,853,898,32,7,2.75,0,0,1,2,1,1,1
3,854,899,60,6,1.75,0,1,1,2,0,1,1
3,855,900,36,3,2,1,0,3,2,1,1,1
3,855,901,36,3,2.75,1,1,3,1,1,1,1
3,856,902,53,6,2,1,1,1,2,0,1,1
3,857,903,20,,2.5,1,1,3,3,0,1,1
3,858,904,46,5,2.75,0,0,1,2,0,1,1
3,859,905,44,,2.5,1,1,1,2,0,1,1
3,860,906,42,7,2,1,1,1,2,0,1,1
3,861,907,41,4,1.75,1,1,1,1,0,1,1
3,862,908,18,4,2,1,1,1,2,1,1,1
3,863,909,54,6,1.75,0,1,1,2,0,1,1
3,864,910,49,6,2,1,1,1,1,0,1,1
3,864,911,16,5,2,1,1,1,3,0,1,1
3,865,912,40,6,2,1,0,1,1,0,1,1
3,866,913,59,6,2,1,0,1,2,0,1,1
3,867,914,34,6,1.75,1,1,1,1,0,1,1
3,868,915,19,,3.75,1,0,1,2,0,1,1
3,869,916,56,2,2.5,1,0,2,2,0,1,1
3,870,917,68,6,2.25,1,0,1,2,0,1,1
3,871,918,62,,3.25,1,0,1,2,0,1,1
3,872,919,20,5,2.333333,1,0,2,2,0,1,1
3,873,920,43,,2,1,1,3,2,0,1,1
3,874,921,17,,2.25,1,0,1,2,0,1,1
3,875,922,59,6,2,1,0,1,2,1,1,1
3,876,923,53,6,2,1,0,1,2,1,1,1
3,877,924,47,3,2,0,0,1,2,0,1,1
3,878,925,36,5,2.25,0,1,1,1,1,1,1
3,878,926,42,5,1.75,0,0,1,1,0,1,1
3,879,927,18,6,1.75,0,1,1,2,0,1,1
3,880,928,38,5,2.5,1,0,1,1,0,1,1
3,881,929,40,7,3.5,1,1,2,2,0,1,1
3,882,930,35,6,2.5,1,1,1,2,0,1,1
3,883,931,29,6,2.25,1,0,1,2,1,1,1
3,884,932,54,4,3.5,0,1,1,2,0,1,1
3,885,933,46,6,1.75,1,0,1,2,,1,1
3,886,934,40,3,2.75,1,0,2,2,0,1,1
3,887,935,19,6,2.5,1,0,1,2,0,1,1
3,888,936,40,3,3,1,0,1,2,1,1,1
3,889,937,39,6,2,1,0,1,1,1,1,1
3,890,938,23,6,2.25,1,1,2,2,0,1,1
3,891,939,21,,3.25,1,0,3,2,1,1,1
3,892,940,26,,1.75,0,1,3,1,0,1,1
3,893,941,74,5,2.25,1,0,1,2,0,1,1
3,894,942,36,6,3.75,1,1,2,2,0,1,1
3,895,943,20,7,2.75,1,1,1,2,1,1,1
3,896,944,26,6,3.25,1,1,3,1,0,1,1
3,897,945,54,6,2,1,1,1,2,0,1,1
3,898,946,29,6,2.5,1,1,3,2,0,1,1
3,899,947,44,5,2.5,1,1,1,2,0,1,1
3,900,948,16,6,3.25,1,1,1,,0,1,1
3,901,949,21,6,3.25,1,1,2,2,1,1,1
3,902,950,40,5,2.5,1,1,1,2,0,1,1
3,903,951,26,,2,1,1,3,1,0,1,1
3,904,952,30,6,2,1,1,1,2,0,1,1
3,905,953,23,3,3,1,1,1,2,1,1,1
3,906,954,62,7,2,1,0,1,2,1,1,1
3,907,955,54,6,2.25,1,1,1,2,0,1,1
3,908,956,53,,2.25,1,0,2,2,1,1,1
3,909,957,25,7,2.5,0,0,1,2,0,1,1
3,910,958,40,6,1.25,1,1,1,2,1,1,1
3,911,959,48,6,1.25,1,1,1,2,0,1,1
3,912,960,60,6,2.25,1,0,1,1,0,1,1
3,913,961,61,6,2,1,1,1,2,0,1,1
3,914,962,37,3,2.75,1,1,3,1,0,1,1
3,915,963,22,5,3,1,0,3,1,1,1,1
3,916,964,27,6,3,1,1,2,2,1,1,1
3,917,965,16,4,2.75,1,1,1,2,0,1,1
3,918,966,18,5,2,1,0,2,2,1,1,1
3,919,967,33,6,1,1,0,2,1,0,1,1
3,920,968,25,3,3.5,1,1,3,2,1,1,1
3,921,969,64,6,2,1,0,3,2,0,1,1
3,922,970,29,5,2.25,1,1,1,2,0,1,1
3,923,971,42,5,2,1,1,1,2,0,1,1
3,924,972,80,,1.25,1,1,1,2,0,1,1
3,925,973,63,5,2.25,1,0,1,1,1,1,1
3,926,974,48,6,3.5,1,1,2,2,1,1,1
3,927,975,76,7,1,0,1,1,1,0,1,1
3,928,976,32,4,2,1,1,1,1,1,1,1
3,929,977,63,6,2,1,0,1,1,1,1,1
3,930,978,37,4,2.75,1,1,1,1,0,1,1
3,931,979,26,7,2.5,1,1,2,1,0,1,1
3,932,980,53,,2,1,1,1,3,1,1,1
3,933,981,63,,3.75,1,0,2,3,1,1,1
3,934,982,61,,2.5,1,0,1,3,0,1,1
3,935,983,44,2,2,1,1,1,1,0,1,1
3,936,984,33,,3,1,0,2,2,1,1,1
3,936,985,35,,2.75,1,1,2,2,0,1,1
3,937,986,47,5,3.75,1,1,1,1,1,1,1
3,938,987,54,4,2.75,1,1,1,2,0,1,1
3,939,988,81,1,2,0,1,2,3,0,1,1
3,940,989,29,5,1.25,1,0,1,2,0,1,1
3,941,990,53,2,2.75,1,1,1,3,0,1,1
3,942,991,45,6,2.75,1,0,1,2,1,1,1
3,943,992,52,2,2.25,1,0,1,2,0,1,1
3,944,993,56,,2,1,0,1,1,1,1,1
3,945,994,50,,3.5,1,1,1,2,0,1,1
3,946,995,50,6,3.75,1,0,2,2,1,1,1
3,947,996,49,3,3.5,1,0,2,2,0,1,1
3,948,997,57,2,2,1,0,2,2,0,1,1
3,949,998,41,4,1.75,0,1,2,2,0,1,1
3,950,999,37,6,1.75,1,1,1,1,1,1,1
3,951,1000,64,7,2.75,1,1,1,2,0,1,1
3,952,1001,81,6,2.5,1,0,1,2,0,1,1
3,953,1002,58,,1.75,0,1,1,1,1,1,1
3,954,1003,77,,1.75,0,0,1,2,0,1,1
3,955,1004,30,4,1.75,0,0,1,1,0,1,1
3,956,1005,62,6,2.5,1,1,1,1,1,1,1
3,957,1006,53,6,2.5,1,0,1,2,1,1,1
3,958,1007,69,3,2.75,1,1,1,2,1,1,1
4,959,1008,21,4,3.25,1,1,1,2,0,1,1
4,960,1009,45,5,3.25,1,1,1,2,0,1,1
4,961,1010,52,3,2.5,1,0,1,2,1,1,1
4,961,1011,48,3,2.75,1,1,1,2,1,1,1
4,962,1012,47,,2.25,1,0,2,3,0,1,1
4,963,1013,69,3,3.25,1,1,1,3,1,1,1
4,963,1014,73,6,3.25,1,0,1,2,0,1,1
4,964,1015,76,3,2.5,0,0,1,2,0,1,1
4,965,1016,36,7,2.25,0,1,1,1,0,1,1
4,966,1017,50,1,2.25,1,1,1,3,1,1,1
4,966,1018,17,7,2.25,1,0,1,2,0,1,1
4,967,1019,20,6,2,1,1,2,2,1,1,1
4,968,1020,34,7,1.5,0,1,1,1,0,1,1
4,969,1021,40,3,3,0,1,2,1,0,1,1
4,970,1022,60,2,1.25,1,1,1,3,0,1,1
